fold	epoch	train loss	valid loss
1	1	2.54059848668692	2.3514989614486694
1	2	2.461998448783145	2.291510270192073
1	3	2.4523655327605756	2.3173108976204078
1	4	2.4352354311906006	2.358397240405316
1	5	2.427219344648911	2.31418121194506
1	6	2.421247051127122	2.321446351238064
1	7	2.4213269232499477	2.3028578308078793
1	8	2.4118807408452128	2.289738339144033
1	9	2.4107176882403714	2.318729263919217
1	10	2.400687861136901	2.314226236376729
1	11	2.401371585276114	2.3228397936254113
1	12	2.3996961576214297	2.3223577287647275
1	13	2.3995149700606433	2.317512785638129
1	14	2.3939415169206812	2.332103915147848
1	15	2.3929544509429754	2.3199658543913513
1	16	2.3969599871368676	2.306848148365954
1	17	2.3820886439654654	2.338707582100288
1	18	2.3822270950885733	2.332007143047306
1	19	2.388316854313537	2.3281577621306573
1	20	2.375894879405593	2.3158992416375166
1	21	2.3871564283422844	2.3273664783764554
1	22	2.3834976469627533	2.349898243283892
1	23	2.3846034396037448	2.344485101999936
1	24	2.384574313634296	2.3098268767336867
1	25	2.380674594395274	2.325717219105967
1	26	2.382671119912984	2.320313334465027
1	27	2.377558641824596	2.318343310089378
1	28	2.3840824058561614	2.305075727142654
1	29	2.381670114969966	2.3268400397334066
1	30	2.3854890697300664	2.32559036541652
1	31	2.379715559134302	2.3116939718073066
1	32	2.370973276786315	2.3180982991532013
1	33	2.3800624725238797	2.3061743703755466
1	34	2.377009240341631	2.3137848760698225
1	35	2.3783820645236746	2.328064490031529
1	36	2.3745963018164677	2.3231168726941087
1	37	2.380218292032922	2.330530149953349
1	38	2.382699106169377	2.3149826568323415
2	1	2.5330009080683804	2.4656601494008843
2	2	2.4680547163573547	2.424980792132291
2	3	2.4351248872215283	2.456223790879016
2	4	2.4313116903534766	2.387015158479864
2	5	2.417143409995025	2.426311851381422
2	6	2.4228790024036386	2.397103029531199
2	7	2.4158534598887753	2.4098360955298364
2	8	2.4157030730629114	2.382588600778913
2	9	2.408135997248696	2.3935181827811927
2	10	2.4052379103529424	2.389881307428533
2	11	2.403062792461606	2.3816375757430817
2	12	2.3985143784135463	2.4119308178241434
2	13	2.394702263599046	2.3928681670368968
2	14	2.3936467915889175	2.387705352756527
2	15	2.3853873701732846	2.43390921279267
2	16	2.3916194982647245	2.3783481421170536
2	17	2.3836803158402167	2.390212014838532
2	18	2.3900743596944682	2.3941890501475833
2	19	2.38294006579591	2.4011982554322358
2	20	2.393315718955742	2.4102899936529307
2	21	2.388847270675102	2.405661367036246
2	22	2.3824926805570317	2.401549584382064
2	23	2.381257535092295	2.391222560322368
2	24	2.3837442142424328	2.387239287783216
2	25	2.3811530704264876	2.4189950644553124
2	26	2.3847081366211476	2.3869709443379117
2	27	2.3811667961674137	2.4081043405132694
2	28	2.3732321514301553	2.4095567639891082
2	29	2.3774110721634076	2.409319119019942
2	30	2.3784609771367644	2.3807764786940355
2	31	2.3743575327416773	2.416472820968895
2	32	2.378020431472983	2.3977303146482347
2	33	2.3750661711129646	2.3998276478760725
2	34	2.3725204666918716	2.4035807239425764
2	35	2.3644637197325555	2.397235612769227
2	36	2.3802893448450257	2.384877106526515
2	37	2.375965031386348	2.3970107490366157
2	38	2.373961804444788	2.3990679312419223
2	39	2.3744629141704556	2.413014315225028
2	40	2.374405079788261	2.3870656148537055
2	41	2.3694763130333967	2.448673770144269
2	42	2.3738289413381755	2.391873072910976
2	43	2.378392873712538	2.395996993238276
2	44	2.3743624811313278	2.3943259732706563
2	45	2.374464809524059	2.3885141569417674
2	46	2.3695266394533663	2.408843724877684
3	1	2.549065461247673	2.5262773428763543
3	2	2.456305978505669	2.5368675835482724
3	3	2.4445633319522764	2.467807262927502
3	4	2.425748238104114	2.4567228388953044
3	5	2.4106071903062776	2.4591170024204922
3	6	2.416163940946539	2.4619975823622484
3	7	2.4094451380591106	2.4694825369161326
3	8	2.4067091472221143	2.4601679315100182
3	9	2.3861965500020945	2.4643206208735915
3	10	2.3919790348713956	2.4425573557406874
3	11	2.3897832776560928	2.463509789713613
3	12	2.386138850343996	2.4817180158375027
3	13	2.3788838732955804	2.4579482812147875
3	14	2.381307907037802	2.4604962889131134
3	15	2.378725083187373	2.4718960498596405
3	16	2.3793935862361875	2.4698952994980177
3	17	2.3764377981540115	2.461723724028447
3	18	2.3787264760464963	2.4813168790790585
3	19	2.3791358570952514	2.474636438009622
3	20	2.367603600673557	2.4607116655036285
3	21	2.3783739969632194	2.4614563288388553
3	22	2.3698608696970167	2.461940399416677
3	23	2.3664745423992013	2.4537812925718883
3	24	2.3687056211787967	2.4783741043997813
3	25	2.3701759230377326	2.475045022847769
3	26	2.3691135921863595	2.4644882787357676
3	27	2.370367524646101	2.4752240931237495
3	28	2.368884822381219	2.487561648125415
3	29	2.3684085992851642	2.48664876714453
3	30	2.3610751695103116	2.460280852717953
3	31	2.3664733983327366	2.4682875200585053
3	32	2.3639470908006404	2.495196495022807
3	33	2.3662288173187958	2.4783208245164032
3	34	2.362795780912887	2.476230364579421
3	35	2.355605964291994	2.4692769200651794
3	36	2.358832978285276	2.4745258634740654
3	37	2.362678414689726	2.465431413450441
3	38	2.359304247619389	2.46432539633104
3	39	2.364803663963668	2.468746943907304
3	40	2.365097807050214	2.4834819365214633
4	1	2.537963447963534	2.4010195173583666
4	2	2.470431056519118	2.3833078779540697
4	3	2.4561123009698744	2.3553125283101224
4	4	2.4510267071234875	2.350050182609291
4	5	2.4277565715937257	2.375245781211586
4	6	2.4353808834743575	2.354720870098034
4	7	2.425569977515783	2.363353413301748
4	8	2.420116188642862	2.378018435064729
4	9	2.424250179561609	2.347692906439721
4	10	2.4111324957200697	2.358391258266422
4	11	2.4192702856375066	2.3385651770171587
4	12	2.4041749213958954	2.3511241866158437
4	13	2.4056854387911697	2.3588818861888003
4	14	2.407377698575237	2.353204226994014
4	15	2.408362149173378	2.351842264195422
4	16	2.405351528754601	2.3746886253356934
4	17	2.3971261113025277	2.3547713348081896
4	18	2.4007973528779005	2.358078954936741
4	19	2.3970743688206944	2.3950014247760905
4	20	2.395520642781869	2.3614144542000512
4	21	2.395783126863659	2.360678914543632
4	22	2.3948029832684354	2.363146512658446
4	23	2.389316352050992	2.364145750766034
4	24	2.3926742368181637	2.381206412415404
4	25	2.3960040539572565	2.3699361786142097
4	26	2.390455452573327	2.3575386926010773
4	27	2.392866481851031	2.374101878046156
4	28	2.3836643037262495	2.3624729451599653
4	29	2.38906329546034	2.3566808617198385
4	30	2.3890468063702763	2.3560126202923435
4	31	2.394465519183351	2.3579619272605523
4	32	2.384103189074169	2.354656057757931
4	33	2.3860058083771363	2.373534395144536
4	34	2.388210881469596	2.3696419284060286
4	35	2.3827386911561903	2.377308397026329
4	36	2.3965767822065556	2.364386407645432
4	37	2.382467742010708	2.376099853248863
4	38	2.385503329828717	2.3930114916154555
4	39	2.3810041729294245	2.3569981168200087
4	40	2.3837981637633856	2.379843771874488
4	41	2.383381596997253	2.362448342196591
5	1	2.556044971377885	2.4232017518757107
5	2	2.4745068956273606	2.4143603681684374
5	3	2.4508838179320813	2.388009997514578
5	4	2.4431470618659246	2.4112386845208547
5	5	2.4268738749699716	2.3945585964442966
5	6	2.4230708166343256	2.4015628974754493
5	7	2.424562636603657	2.3881039402701636
5	8	2.4188316329653725	2.39094341384781
5	9	2.403679411867004	2.391949203464535
5	10	2.405513701831637	2.390740710538584
5	11	2.4032315693813047	2.4043819720928488
5	12	2.3989076166071444	2.3943161314184014
5	13	2.3945657054675857	2.3956355823503506
5	14	2.3946689681758597	2.4079303883172414
5	15	2.391006465697344	2.4024187534839125
5	16	2.3966856486313826	2.3966665184581197
5	17	2.398557126892567	2.3916010531512173
5	18	2.390711247689426	2.4056689114003746
5	19	2.390280336488933	2.3951252832279337
5	20	2.3824007418050077	2.413213469765403
5	21	2.3879368744715297	2.4124095723345564
5	22	2.3900176985095247	2.4535427752074663
5	23	2.392801567437395	2.407696601394173
5	24	2.384422194012951	2.4174513566744076
5	25	2.386305236130976	2.3964173118551293
5	26	2.3881991694579314	2.46749066973066
5	27	2.383585281907447	2.4090622855233144
5	28	2.3845011145918518	2.403288129326347
5	29	2.382397994433805	2.435617056759921
5	30	2.379367445037637	2.409805833042918
5	31	2.384794768522021	2.398075242976209
5	32	2.3840807104814674	2.39672265519629
5	33	2.37662870733888	2.4001732697853675
6	1	2.5562475815519585	2.4652304399263607
6	2	2.4719796273813937	2.438074456228243
6	3	2.4446329891727983	2.4052067519901517
6	4	2.430048571229444	2.4523713930503472
6	5	2.4257861411006485	2.3997213873829875
6	6	2.4227278520640425	2.421421130220373
6	7	2.410790876584546	2.405468330516682
6	8	2.401553371106365	2.4031289515795407
6	9	2.392958665690685	2.390324055731713
6	10	2.401969375958624	2.4237357186270763
6	11	2.401540215059872	2.4145363594268585
6	12	2.3958225131683233	2.407781871882352
6	13	2.3922675635894324	2.4085832588322513
6	14	2.3931251245130376	2.39628284627741
6	15	2.387327385022831	2.3996536048142225
6	16	2.3974601659278307	2.41189662726609
6	17	2.3828715947402386	2.404311275148725
6	18	2.385649065130333	2.3951206594913987
6	19	2.382482236730284	2.399504261416989
6	20	2.38933710900961	2.409740341293228
6	21	2.3838839096067113	2.3971254125341668
6	22	2.381748106605616	2.403825268045172
6	23	2.3847997978665427	2.394863232866034
6	24	2.377764831009815	2.403379789599172
6	25	2.3801375738668553	2.410775022906857
6	26	2.3860077041938683	2.4119057371899797
6	27	2.37769091323817	2.401298755532378
6	28	2.379840476066453	2.4279163225547418
6	29	2.381051954365369	2.4067303575835863
6	30	2.3766717300363167	2.404698529443541
6	31	2.378837091754181	2.40812938946944
6	32	2.3774769954099706	2.4061958914870147
6	33	2.3738952085040017	2.393705066267427
6	34	2.382878744935656	2.400148191652098
6	35	2.3753690695521805	2.4118096069856123
6	36	2.3724582053101515	2.4195253648958004
6	37	2.3735126578353967	2.3960717666399227
6	38	2.3717308457544264	2.3974892592930295
6	39	2.3722223866421213	2.4171414033516303
7	1	2.5194650943092163	2.419506848275245
7	2	2.4552473876952385	2.406633178670923
7	3	2.4328541142030935	2.4077389048529674
7	4	2.4174658231894544	2.390250875399663
7	5	2.4077325972967953	2.4185062054987556
7	6	2.410882498741891	2.382230653629436
7	7	2.3959415703664573	2.381615943842001
7	8	2.3917203782229066	2.3731929864083137
7	9	2.386002262664934	2.3732471616118103
7	10	2.393583552820699	2.3793220945171543
7	11	2.384985919923123	2.3834971681341424
7	12	2.3803037335081627	2.403220621022311
7	13	2.377714819424636	2.3820102998426744
7	14	2.376842010873366	2.3880904146007724
7	15	2.3759594022903503	2.3696306993911316
7	16	2.369551349260498	2.424128747486568
7	17	2.373989688396083	2.37786621480555
7	18	2.3689046449316686	2.36335969304705
7	19	2.368753576565826	2.3737388282389076
7	20	2.365262491025013	2.3686562251377774
7	21	2.3674285918034226	2.37287196579513
7	22	2.3666290387036546	2.3708173236646854
7	23	2.3694455785721704	2.370171295179354
7	24	2.3618895244765117	2.405553435945844
7	25	2.356310730399137	2.3774366220394216
7	26	2.360754141533384	2.3652368550534013
7	27	2.3631650134400055	2.3741633258499464
7	28	2.35839168124173	2.3870320253438884
7	29	2.3581509716119893	2.3922526127808577
7	30	2.3637017182073765	2.3647438112672394
7	31	2.3579226452524384	2.3809165487756263
7	32	2.3683851102848985	2.364760904045372
7	33	2.3566893674925304	2.368023239649259
7	34	2.3533182658237735	2.381790769683731
7	35	2.354926884498537	2.3822462467046885
7	36	2.3538534467129533	2.363973436655698
7	37	2.3590199662996247	2.3694784232786485
7	38	2.357486079252313	2.3694833266985165
7	39	2.3619101062335983	2.3779334363403852
7	40	2.356764459850812	2.3715845663230737
7	41	2.3525039780575265	2.3726503632285376
7	42	2.355439581885853	2.3718663870871484
7	43	2.3622024714159426	2.378566204251109
7	44	2.3489671470402005	2.3769713248406257
7	45	2.3573673563403683	2.386299856059201
7	46	2.3557630714373525	2.39205923947421
7	47	2.3540035505672714	2.409769605923366
7	48	2.35561395432473	2.3735573275105937
8	1	2.54124551900339	2.451632875245768
8	2	2.4619547961845636	2.4400286849562103
8	3	2.4465953985572138	2.435801814486097
8	4	2.4254630597506557	2.44392631437395
8	5	2.419027515085705	2.4289690522880822
8	6	2.4213954481211575	2.3985854924975576
8	7	2.415906229728678	2.486029901704588
8	8	2.4193672919884706	2.409540622384398
8	9	2.402607023808599	2.416427166311891
8	10	2.4061398412612585	2.3902843540365044
8	11	2.3961064968353663	2.4525638931281084
8	12	2.3913840834447924	2.40680229747212
8	13	2.3943834516459317	2.410484390658932
8	14	2.394705188070607	2.432962486793945
8	15	2.3898610332351184	2.406818810459617
8	16	2.39065790523738	2.4176175198354923
8	17	2.3832533984751136	2.411933911430252
8	18	2.3850568289801237	2.4190832939181295
8	19	2.389901407207735	2.386403487695681
8	20	2.3780962317232577	2.407013547170412
8	21	2.3773357077171013	2.395549055162843
8	22	2.375288150064132	2.4214167236448167
8	23	2.373917061363715	2.417045114340482
8	24	2.3864436364488815	2.401885020982969
8	25	2.381675097168001	2.4565150679408254
8	26	2.3855912251442835	2.402342969304198
8	27	2.3745787966223584	2.404314378341595
8	28	2.370622905076893	2.4045440321202043
8	29	2.3679885149650457	2.409556149185954
8	30	2.371613318918283	2.4024225798520176
8	31	2.375820448672762	2.4126885341597606
8	32	2.373178487752145	2.4139715574838063
8	33	2.3693040441244078	2.4022931268998793
8	34	2.371585328169543	2.4240415313027124
8	35	2.3782657026874063	2.4032018167989238
8	36	2.3711423495988466	2.417012362630217
8	37	2.3696864780846174	2.41986630012939
8	38	2.3712246024803125	2.406162089401192
8	39	2.3713244350732716	2.4316799853231523
8	40	2.365858399228894	2.4008381808554375
8	41	2.372119052519424	2.397744820668147
8	42	2.3682462427629085	2.4184340459483487
8	43	2.376218099972029	2.411020414395766
8	44	2.3714041013354556	2.3974440802227366
8	45	2.369453661740058	2.400417590474749
8	46	2.371639607808529	2.398253853504474
8	47	2.3706729656147605	2.395350304516879
8	48	2.363627287567171	2.4371638689841424
8	49	2.372027493115998	2.4101506342421044
9	1	2.5339027585312666	2.452671880488629
9	2	2.4603395266132755	2.44791334909159
9	3	2.435321693422263	2.430443421944038
9	4	2.425412065730877	2.4373114884316505
9	5	2.414939137096079	2.412425077878512
9	6	2.4107132110377107	2.4244438934993076
9	7	2.4099553539573266	2.4700127189809624
9	8	2.40702989732191	2.4131977449763906
9	9	2.4020575076086907	2.427405623289255
9	10	2.397979979887431	2.408125573938543
9	11	2.389354294135576	2.4196105070047444
9	12	2.3902485017732027	2.4218348823227247
9	13	2.393401591047911	2.415395964275707
9	14	2.391737125229261	2.4250476968871966
9	15	2.3832695148856304	2.4383083348507646
9	16	2.3853035201930037	2.449482248379634
9	17	2.38599175775153	2.4420321212781895
9	18	2.378451306781013	2.4123762404168403
9	19	2.381757020116686	2.4337312708367835
9	20	2.378682152976708	2.4465680347455967
9	21	2.379118471851438	2.452434172997108
9	22	2.3710635712930372	2.43389958268279
9	23	2.375618971681632	2.444057223680136
9	24	2.3705537579924725	2.4312348224066356
9	25	2.3790337353967934	2.4312635776879903
9	26	2.3690012606800113	2.407865831068346
9	27	2.3707465463677577	2.4262841181321577
9	28	2.3729226243245853	2.403989335873744
9	29	2.372407250702613	2.4013197647108067
9	30	2.3729851147696874	2.442307236311319
9	31	2.365893258637204	2.4045386147665813
9	32	2.364430048063733	2.4413783600280334
9	33	2.3714037897425655	2.427934941711959
9	34	2.3701448351167946	2.445638648279897
9	35	2.3705951584895266	2.419757888867305
9	36	2.3635844894870828	2.4124873368056505
9	37	2.366316811697559	2.4276242639634993
9	38	2.3650098522226295	2.4237948305956967
9	39	2.363921238918497	2.429122422124956
9	40	2.365080255589563	2.4196385536994134
9	41	2.3659354463138595	2.426311371209738
9	42	2.3698164175533005	2.4250551512191345
9	43	2.3691930310524243	2.429840275457689
9	44	2.373704364249756	2.4128666590977383
9	45	2.3696729528320417	2.4231913423204756
9	46	2.3633475702403586	2.426790057362376
9	47	2.3639450290912607	2.422509654418572
9	48	2.364864472094301	2.446473148319271
9	49	2.3649235764676133	2.433430906775948
9	50	2.368803063055852	2.421827182069525
9	51	2.3654757877978225	2.4332372416983117
9	52	2.364352207176428	2.4266505774918135
9	53	2.3649295761127664	2.432944993039111
9	54	2.363307462381409	2.4203173489003746
9	55	2.365968721359389	2.428934470756904
9	56	2.362629584962301	2.421948845569904
9	57	2.366658014804704	2.433792965395467
9	58	2.3614875632103045	2.430582640887974
9	59	2.3646325111481787	2.454632893308893
10	1	2.539197883776388	2.4103363560629893
10	2	2.455625291795071	2.3713554510703454
10	3	2.436452306187607	2.385656939519869
10	4	2.4186898696394787	2.3716207305034556
10	5	2.4168267260249863	2.390323114561868
10	6	2.40582318211491	2.3924238031560723
